univ_id,univ_name,city,univ_type,is_national,gop_code,gop_name,metric,quota_type,score,grants_count,year,granularity,source_url,source_type,confidence,scraped_at
u3,Akademiya grazhdanskoy aviatsii,,other,False,B067,Воздушный транспорт и технологии,passing,general,72,253,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B095,Транспортные услуги,passing,general,120,1,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B167,Летная эксплуатация летательных аппаратов и двигателей,passing,general,86,198,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B095,Транспортные услуги,passing,rural,105,2,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B095,Транспортные услуги,passing,other,72,1,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B067,Воздушный транспорт и технологии,passing,large_family,66,36,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B167,Летная эксплуатация летательных аппаратов и двигателей,passing,large_family,85,4,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B067,Воздушный транспорт и технологии,passing,single_parent,66,23,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B167,Летная эксплуатация летательных аппаратов и двигателей,passing,single_parent,85,3,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B067,Воздушный транспорт и технологии,threshold,general,65,25,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B095,Транспортные услуги,threshold,general,65,25,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u3,Akademiya grazhdanskoy aviatsii,,other,False,B167,Летная эксплуатация летательных аппаратов и двигателей,threshold,general,85,,2025,univ_gop,https://univision.kz/univ/3-akademiya-grazhdanskoy-aviatsii/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B001,Педагогика и психология,passing,general,81,10,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B002,Дошкольное обучение и воспитание,passing,general,76,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B003,Педагогика и методика начального обучения,passing,general,82,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B006,Подготовка учителей музыки,passing,general,116,5,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B007,Подготовка учителей художественного труда и черчения,passing,general,121,7,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B009,Подготовка учителей математики,passing,general,99,19,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B010,Подготовка учителей физики,passing,general,83,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B011,Подготовка учителей информатики,passing,general,78,11,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B012,Подготовка учителей химии,passing,general,95,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B013,Подготовка учителей биологии,passing,general,91,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B014,Подготовка учителей географии,passing,general,92,10,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B015,Подготовка учителей по гуманитарным предметам,passing,general,96,10,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B016,Подготовка учителей казахского языка и литературы,passing,general,115,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B017,Подготовка учителей русского языка и литературы,passing,general,76,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B018,Подготовка учителей иностранного языка,passing,general,112,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B020,Специальная педагогика,passing,general,87,19,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B028,Хореография,passing,general,125,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B031,"Мода, дизайн",passing,general,125,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B034,История,passing,general,108,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B037,Филология,passing,general,128,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B041,Психология,passing,general,105,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B044,Менеджмент и управление,passing,general,120,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B050,Биологические и смежные науки,passing,general,81,36,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B051,Окружающая среда,passing,general,74,17,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B052,Наука о земле,passing,general,72,38,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B053,Химия,passing,general,70,95,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B054,Физика,passing,general,65,39,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B055,Математика и статистика,passing,general,83,26,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B057,Информационные технологии,passing,general,105,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B062,Электротехника и электроэнергетика,passing,general,71,10,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B063,Электротехника и автоматизация,passing,general,77,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B065,Транспортная техника и технологии,passing,general,60,32,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B068,Производство продуктов питания,passing,general,70,23,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B070,"Текстиль: одежда, обувь и кожаные изделия",passing,general,55,25,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B071,Горное дело и добыча полезных ископаемых,passing,general,60,87,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B074,"Градостроительство, строительные работы и гражданское строительство",passing,general,71,15,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B091,Туризм,passing,general,115,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B092,Досуг,passing,general,122,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B171,Металлургия,passing,general,60,33,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B009,Подготовка учителей математики,passing,rural,91,7,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B020,Специальная педагогика,passing,rural,81,6,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B051,Окружающая среда,passing,rural,70,8,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B057,Информационные технологии,passing,rural,67,23,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B062,Электротехника и электроэнергетика,passing,rural,70,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B068,Производство продуктов питания,passing,rural,65,19,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B091,Туризм,passing,rural,91,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B092,Досуг,passing,rural,119,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B013,Подготовка учителей биологии,passing,other,76,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B037,Филология,passing,other,72,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B050,Биологические и смежные науки,passing,other,66,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B051,Окружающая среда,passing,other,63,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B057,Информационные технологии,passing,other,75,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B074,"Градостроительство, строительные работы и гражданское строительство",passing,other,67,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B092,Досуг,passing,other,108,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B002,Дошкольное обучение и воспитание,passing,disability,77,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B006,Подготовка учителей музыки,passing,disability,116,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B009,Подготовка учителей математики,passing,disability,89,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B012,Подготовка учителей химии,passing,disability,78,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B013,Подготовка учителей биологии,passing,disability,78,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B015,Подготовка учителей по гуманитарным предметам,passing,disability,89,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B016,Подготовка учителей казахского языка и литературы,passing,disability,81,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B018,Подготовка учителей иностранного языка,passing,disability,93,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B034,История,passing,disability,102,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B041,Психология,passing,disability,61,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B055,Математика и статистика,passing,disability,67,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B005,Подготовка учителей физической культуры,passing,large_family,120,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B006,Подготовка учителей музыки,passing,large_family,117,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B007,Подготовка учителей художественного труда и черчения,passing,large_family,121,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B045,Аудит и налогообложение,passing,large_family,118,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B046,"Финансы, экономика, банковское и страховое дело",passing,large_family,116,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B050,Биологические и смежные науки,passing,large_family,71,30,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B051,Окружающая среда,passing,large_family,71,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B052,Наука о земле,passing,large_family,72,1,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B055,Математика и статистика,passing,large_family,71,14,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B057,Информационные технологии,passing,large_family,67,8,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B063,Электротехника и автоматизация,passing,large_family,67,2,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
u5,Aktyubinskiy gosudarstvennyy regionalnyy universitet imeni k zhubanova,,other,False,B068,Производство продуктов питания,passing,large_family,67,3,2025,univ_gop,https://univision.kz/univ/5-aktyubinskiy-gosudarstvennyy-regionalnyy-universitet-imeni-k-zhubanova/ball,aggregator,medium,2026-07-02T19:05:11+00:00
